Product,Brand,Product Code,Product Specification,Price,Inward Date,Dispatch Date,Quantity Sold,Customer Name,Customer Location,Region,Core Specification,Processor Specification,RAM,ROM,SSD
Laptop,Huawei,39C3A1F0,Point yourself fly wide I standard even buy pressure news class challenge.,38449,2023-08-08,2023-09-20,3,April Ramirez,Pagetown,Central,Ryzen 3,Ryzen 3,12GB,64GB,1TB
Mobile Phone,Lenovo,C03E76AA,Soon report respond current particularly avoid.,130353,2025-02-11,2025-03-04,8,Diana Walker,Patrickmouth,Central,N/A,Snapdragon 7 Gen,4GB,256GB,N/A
Mobile Phone,Motorola,602BC4AA,Since though chance teacher pay box claim certainly husband field use.,73782,2023-05-18,2023-06-02,5,Eric Brown,South Sylviamouth,North,N/A,Samsung Exynos,32GB,128GB,N/A
Laptop,Huawei,69F8F0AF,Pass news sort attack behavior stuff owner.,153605,2024-10-16,2024-11-21,4,Kimberly Jones,Lake Debraberg,East,Ryzen 9,Ryzen 9,16GB,64GB,2TB
Laptop,Google,9828A414,Listen teach report author huge commercial family fear mouth right two.,86599,2023-07-16,2023-08-07,8,Mark Spears,Port Brianport,West,Ryzen 5,Ryzen 5,32GB,64GB,2TB
Mobile Phone,Asus,10B39004,You recently situation economy beat sometimes five next.,196740,2024-08-28,2024-10-05,3,Kristen David,Lake Paulastad,East,N/A,Snapdragon 7 Gen,8GB,512GB,N/A
Laptop,Redmi,3829BA83,How attorney magazine cover their house leave determine.,117506,2023-08-08,2023-08-10,10,Denise James,Foleystad,East,Ryzen 9,Ryzen 9,12GB,256GB,2TB
Mobile Phone,Acer,C24B58BD,Site hold enjoy during measure court must north lead example.,32001,2024-05-26,2024-07-20,10,Luis Pearson,Raymondstad,East,N/A,Snapdragon 7s,32GB,1TB,N/A
Mobile Phone,Samsung,C1956B39,But executive system spring everybody white me draw.,28554,2023-08-03,2023-09-13,9,Richard Randolph,North Samantha,North,N/A,Snapdragon 7s,12GB,512GB,N/A
Mobile Phone,Samsung,D0D21F7F,Degree pick above student image teach easy feel become stop.,53568,2024-06-20,2024-06-29,10,Walter Flores,Mitchellmouth,East,N/A,Snapdragon 7s,4GB,512GB,N/A
Laptop,Motorola,0FDA208B,Tough result list page face effect couple such.,104994,2024-07-23,2024-08-06,4,Evan Rogers,North Katherinetown,North,i5,i5,32GB,64GB,256GB
Laptop,Asus,E771F8AF,Good bar discover big blood go line democratic old bank sure issue.,7088,2024-01-20,2024-01-29,10,Jon Long,Elizabethstad,Central,i9,i9,4GB,256GB,256GB
Laptop,Lenovo,BD9E4108,Little red choose never leave bar.,173430,2025-02-16,2025-03-25,10,Kimberly Henry,Orrfort,South,i5,i5,32GB,512GB,512GB
Mobile Phone,Samsung,AAC470CB,Final enough degree official close current month choice quickly.,23463,2023-04-09,2023-04-11,6,Samuel Mitchell,Anthonyton,Central,N/A,Snapdragon 8 Gen,12GB,128GB,N/A
Laptop,Huawei,6A6E13CA,Production you surface memory suddenly whom.,34179,2024-04-03,2024-05-09,9,Mary Bentley,Mccoyshire,East,i9,i9,12GB,512GB,256GB
Laptop,Lenovo,7CA18AA4,Season early environment factor evidence think.,92116,2024-01-20,2024-01-28,4,Paul Meyers,West Toni,North,Ryzen 7,Ryzen 7,32GB,256GB,512GB
Laptop,Google,3E22DA20,Begin consumer admit though ability part upon although factor.,34624,2024-08-07,2024-09-26,1,John Shaffer,Thomasmouth,Central,Ryzen 9,Ryzen 9,8GB,256GB,512GB
Laptop,OnePlus,A2D905ED,Clear quality clear send number determine not must write because imagine enough.,103153,2024-02-05,2024-03-07,1,Janet Salas,Thompsonmouth,South,i3,i3,12GB,256GB,512GB
Mobile Phone,Huawei,D618BD73,Specific specific ability culture well turn plant foot prevent on.,94003,2024-04-06,2024-04-22,7,Jamie Barber,Mariahaven,South,N/A,Snapdragon 7s,4GB,128GB,N/A
Mobile Phone,Motorola,50BAB553,Wait financial share see minute thousand soon owner film agency already.,79007,2023-10-03,2023-11-26,4,Paul Smith,West Jonathanburgh,East,N/A,Samsung Exynos,6GB,1TB,N/A
Mobile Phone,Realme,7ADA6C30,Care growth style hundred analysis director model property oil reveal.,54069,2024-10-13,2024-11-21,2,Mary Rodriguez,Veronicaview,South,N/A,Snapdragon 7s,6GB,512GB,N/A
Laptop,HP,D969AAB6,Take citizen compare order television listen move brother son.,109975,2023-11-21,2023-12-18,8,Nicole Ochoa,New Jefferyville,North,i9,i9,12GB,64GB,1TB
Laptop,Redmi,F10077CB,Majority since go camera of process understand indicate person everybody remain spend none.,164651,2025-02-06,2025-03-02,8,Kenneth Huerta,New Justinmouth,Central,Ryzen 5,Ryzen 5,4GB,64GB,512GB
Mobile Phone,Dell,FB1FBE2A,Employee ball several radio piece Mrs.,30122,2023-09-11,2023-10-09,4,Jillian Espinoza,East Jonathanchester,West,N/A,MediaTek Dimensity,12GB,512GB,N/A
Laptop,Oppo,C5412AA6,Stand share subject small rest notice for fly his conference general.,156508,2024-07-27,2024-08-10,8,Melissa Ashley,Wilsonport,Central,i9,i9,32GB,64GB,1TB
Laptop,Nokia,02CF0E8C,Top house if minute stage allow poor form research scientist bad event tough station.,196532,2024-03-03,2024-03-29,5,Connie Taylor,Pagebury,North,Ryzen 7,Ryzen 7,16GB,128GB,256GB
Laptop,HP,52E22A71,Born concern small son statement specific whether run ever look various.,30213,2023-05-08,2023-07-02,7,Jake Wyatt,West Brett,East,i5,i5,8GB,128GB,1TB
Laptop,Dell,834DF49E,Sport clearly own trial picture page.,192483,2023-06-29,2023-08-27,1,David Sanchez PhD,Port Jeremyside,West,i7,i7,6GB,256GB,1TB
Mobile Phone,Nokia,53431C31,Allow our up shoulder minute it no something knowledge student.,131598,2023-07-17,2023-08-08,8,Craig Schaefer,West Lisa,Central,N/A,MediaTek Helio,16GB,256GB,N/A
Mobile Phone,Apple,47471D15,Dog imagine soon conference cost performance also admit capital language door end really.,126892,2023-04-05,2023-04-11,1,Deborah Davis,Nicholashaven,North,N/A,MediaTek Dimensity,32GB,128GB,N/A
Laptop,Apple,6869959E,Edge large office also black three support conference use detail exist.,161839,2023-10-19,2023-12-05,4,Johnny Suarez,South Raymondburgh,South,i3,i3,6GB,64GB,512GB
Laptop,Huawei,333A1980,Job stuff employee this easy huge federal light past create phone know quickly this.,5435,2024-01-01,2024-01-03,2,Eric Smith,Richardside,West,Ryzen 3,Ryzen 3,8GB,512GB,2TB
Laptop,Redmi,F7F4232D,Do describe arrive protect guess challenge this once.,187820,2023-05-31,2023-07-21,3,Jason Shepherd,North Rhonda,East,Ryzen 9,Ryzen 9,8GB,64GB,256GB
Mobile Phone,Apple,349A8720,Stage music inside charge turn enough understand others knowledge garden.,127925,2024-08-17,2024-09-20,6,Justin Johnson,New Krystaltown,West,N/A,Snapdragon 7 Gen,8GB,128GB,N/A
Laptop,Oppo,275191DB,Look newspaper themselves tend claim edge threat move all federal wrong gun commercial.,183272,2024-09-29,2024-11-15,5,Christopher Bell,Robertsville,South,Ryzen 9,Ryzen 9,12GB,256GB,2TB
Laptop,Apple,8363D527,Space person later address start which inside society series conference.,111886,2024-01-06,2024-02-18,8,Shannon Christensen,Michaelport,South,i5,i5,4GB,1TB,512GB
Mobile Phone,Apple,BD537E3A,Father Republican power write attorney wife institution clearly make manager.,105236,2024-07-12,2024-08-10,7,Jessica Sparks,New Jasmine,North,N/A,Snapdragon 7s,12GB,128GB,N/A
Laptop,Dell,4CD6610E,Draw agree cover wall food box rich.,172419,2023-05-20,2023-06-23,9,Jaime Brock,New Joseph,West,Ryzen 7,Ryzen 7,12GB,128GB,1TB
Mobile Phone,Nokia,AB4D73E6,Tax religious Congress them continue appear machine task join.,57553,2024-03-22,2024-04-15,5,Kayla Clark,Ronaldmouth,West,N/A,MediaTek Dimensity,16GB,128GB,N/A
Laptop,Google,A605B47D,Bit my evening pass party care hand blood institution particularly again plan four.,102512,2023-05-18,2023-06-15,7,Gabriella Baker,Marvinberg,Central,Ryzen 5,Ryzen 5,6GB,256GB,2TB
Mobile Phone,Google,9D68716A,Tv feel energy hand only develop.,90633,2023-06-10,2023-06-27,1,William Rogers,Port Crystal,West,N/A,Samsung Exynos,4GB,1TB,N/A
Laptop,Lenovo,A28B853E,Ahead ask may result near term artist agent involve.,72426,2023-11-22,2023-12-21,6,Dennis Rivera,New Paul,Central,Ryzen 7,Ryzen 7,32GB,512GB,512GB
Laptop,Sony,8EE41588,Woman example throw arm wife debate down statement.,20425,2024-09-04,2024-10-09,9,Katie Gonzalez,New Robert,West,i5,i5,4GB,64GB,1TB
Laptop,Microsoft,13F2F9BD,Minute despite wind crime cold water two best by night those election.,132047,2023-06-18,2023-06-25,5,Steven Chan,Port Nicoleville,East,Ryzen 3,Ryzen 3,8GB,512GB,256GB
Laptop,HP,000EE983,Material think production east summer according defense store out strong.,175040,2024-09-29,2024-11-19,5,Margaret Alexander,Chapmanview,East,Ryzen 3,Ryzen 3,4GB,256GB,1TB
Laptop,Vivo,62D3C36E,Event environment official trade general food conference pretty.,61159,2023-05-09,2023-06-05,10,Thomas Willis,Romerochester,South,i9,i9,8GB,512GB,2TB
Laptop,iQOO,A50489D4,Contain third population smile view anyone she security modern choice spring.,80853,2025-01-14,2025-03-12,6,Vanessa Gross,Alexanderfurt,Central,Ryzen 5,Ryzen 5,16GB,256GB,1TB
Laptop,Asus,D1DDD03E,Nearly this now between go act.,170498,2024-05-08,2024-07-05,8,Scott Smith,Port Caleb,South,i5,i5,6GB,128GB,2TB
Laptop,Google,0F80108A,Indeed weight heart world improve specific ready behind.,112744,2024-05-09,2024-05-12,5,Linda Graham,Rodriguezville,Central,Ryzen 3,Ryzen 3,16GB,256GB,512GB
Laptop,Asus,85F2F670,Few politics they responsibility attack support air story bed watch over be person.,45711,2023-11-10,2023-12-14,4,Joe Adams,Haysmouth,East,i9,i9,16GB,512GB,1TB
Laptop,Toshiba,1D983BFB,Without bring nearly bit themselves price field he our.,70818,2024-04-26,2024-04-30,5,David Mitchell,Williamsville,West,i9,i9,16GB,256GB,512GB
Mobile Phone,Huawei,49998BEB,Shoulder laugh forward less discussion with laugh.,60101,2023-09-06,2023-11-04,10,Kristine Rogers,North Devinmouth,Central,N/A,Snapdragon 8 Gen,8GB,64GB,N/A
Laptop,Nokia,17774958,Investment cause blue country certainly teacher issue difference expert.,90271,2023-10-28,2023-11-10,10,Scott Walton,South Rachelfort,South,Ryzen 5,Ryzen 5,16GB,1TB,1TB
Mobile Phone,Microsoft,7CEF99F8,Away deal product interest yourself view church character nor stock rock.,67315,2023-10-23,2023-10-28,7,Kathleen Becker,West Codyborough,North,N/A,MediaTek Helio,8GB,512GB,N/A
Laptop,Vivo,AD9DCDC9,Arm speech trial current amount nothing thousand reason white impact learn.,77882,2024-08-10,2024-08-19,8,Kenneth Robinson,Karentown,North,Ryzen 3,Ryzen 3,12GB,64GB,512GB
Laptop,Vivo,88E13B63,View from city picture issue treatment great blue check.,105823,2024-08-28,2024-09-17,7,Michele Wu,South Jasmine,East,Ryzen 7,Ryzen 7,4GB,64GB,256GB
Mobile Phone,Vivo,3953E2C5,Recently lot class find include hand support let resource.,89471,2024-12-15,2024-12-19,1,Paul Williams,North Ashley,West,N/A,MediaTek Helio,4GB,64GB,N/A
Mobile Phone,Lenovo,A041B52F,Stay pattern organization state use interesting become nothing father be leader network.,105775,2023-09-28,2023-10-04,3,Diana Smith,East Christinachester,Central,N/A,Snapdragon 7 Gen,8GB,256GB,N/A
Laptop,Microsoft,AF0C09F9,Cost notice southern wait recently reality buy occur garden agency ball.,124162,2024-04-15,2024-04-27,1,Debbie Fuller,Rodgersport,Central,i5,i5,6GB,512GB,2TB
Laptop,Motorola,8E01787A,Shake fund together control often final fight ready.,124361,2024-11-26,2024-11-30,3,Laura Cooper,Sarahview,West,i9,i9,8GB,512GB,2TB
Mobile Phone,Asus,85C75751,Employee us city stage organization million view all time edge.,29314,2023-10-24,2023-10-30,5,Carolyn Barber,North Williambury,South,N/A,Snapdragon 7s,12GB,512GB,N/A
Mobile Phone,Oppo,69B06326,Official energy pattern possible you star southern style again future reality.,169923,2024-06-06,2024-07-15,1,Richard Estrada,Burtonbury,North,N/A,Snapdragon 8 Gen,16GB,1TB,N/A
Laptop,Realme,A7D4C8A4,Military yet range manage radio ability prevent fill series wall day policy source.,40016,2025-02-02,2025-02-20,3,Erica Barnett,West Kyletown,West,Ryzen 7,Ryzen 7,32GB,512GB,1TB
Laptop,Acer,2986C5C9,Region a because successful idea which trouble perhaps.,121293,2024-04-24,2024-05-11,7,Brandon Weiss,Petersport,South,i7,i7,8GB,256GB,1TB
Laptop,Vivo,AB25A759,Listen body president condition participant yourself morning study.,127051,2023-05-10,2023-05-26,2,Javier Baxter,Port Kimberlyport,North,Ryzen 3,Ryzen 3,6GB,64GB,2TB
Mobile Phone,Realme,1E4E1766,Development series board probably computer measure beyond fear live majority.,117585,2023-03-30,2023-04-03,10,Lisa Foley,Kristinfurt,East,N/A,MediaTek Dimensity,16GB,64GB,N/A
Mobile Phone,Sony,5A0B6419,Marriage today upon rather practice do store reflect trial director check foot.,12442,2025-03-13,2025-04-04,8,John Brown,Port Ravenstad,West,N/A,Apple A-Series,32GB,1TB,N/A
Laptop,HP,778BC8D3,Fly return by research suffer teach how after citizen could consumer call name.,101915,2024-09-08,2024-10-23,2,Mckenzie Franco,Hernandezborough,South,Ryzen 7,Ryzen 7,6GB,512GB,512GB
Mobile Phone,Sony,A490F777,Cold nature art say let quality enough wait red quality college.,157276,2024-05-04,2024-06-27,2,Courtney Myers,Rodgersville,West,N/A,Snapdragon 7 Gen,4GB,256GB,N/A
Laptop,HP,8D690E7C,Free surface candidate picture ask lot message history wide risk.,79969,2024-04-14,2024-05-26,9,Kevin Franco,South Peggyview,Central,Ryzen 3,Ryzen 3,32GB,128GB,512GB
Laptop,OnePlus,029CB7E5,Whole how ok tell live voice tax someone learn safe.,34019,2023-08-29,2023-09-25,9,Tiffany Daniel,West Mia,Central,i7,i7,16GB,1TB,512GB
Mobile Phone,Huawei,15638431,Everybody school result budget group foot kid room.,113558,2023-05-19,2023-06-27,2,Lauren Melendez,Morenostad,West,N/A,Snapdragon 7s,32GB,1TB,N/A
Mobile Phone,Google,1437A6E2,Call dark quickly ready around something seven step always much.,7032,2023-11-14,2024-01-13,5,Sarah Hale,New Shawn,Central,N/A,Snapdragon 7 Gen,16GB,64GB,N/A
Mobile Phone,Toshiba,56DFB367,Suggest on picture set Congress language speech certainly race mission to.,114431,2024-11-06,2024-11-19,7,Tiffany Rodgers,Stephenberg,Central,N/A,Snapdragon 8 Gen,8GB,512GB,N/A
Mobile Phone,Realme,1A7DC7F0,Born not behind form alone security claim structure face former program share.,129912,2023-12-13,2023-12-16,4,Travis West,Lake Michaeltown,East,N/A,Apple A-Series,8GB,256GB,N/A
Mobile Phone,Huawei,BBDE96E8,Sometimes peace determine also theory rather exactly forget each carry.,116952,2025-03-01,2025-04-12,8,Devon Jones,Jennifermouth,Central,N/A,MediaTek Dimensity,8GB,128GB,N/A
Laptop,OnePlus,B563C570,Woman number share price would before skill us about.,196769,2024-09-29,2024-11-01,9,Laura Mclean,Burnsmouth,East,Ryzen 9,Ryzen 9,6GB,128GB,256GB
Mobile Phone,Redmi,CD5B64A9,Let feel current return once hit science instead Republican production response town.,159618,2023-09-09,2023-11-01,8,Anthony Vargas,North Renee,East,N/A,Snapdragon 7 Gen,12GB,512GB,N/A
Mobile Phone,Microsoft,895E5B6A,Spring score kind its identify hand method pay chance.,51776,2024-01-21,2024-03-17,7,Steven Lozano,Garciaborough,North,N/A,MediaTek Dimensity,4GB,1TB,N/A
Mobile Phone,Vivo,9B373F2B,Last leave old sing member speak eight college sort hair important month assume.,150330,2023-09-01,2023-10-02,1,Sherri Snyder,Nicholasside,North,N/A,MediaTek Helio,8GB,128GB,N/A
Laptop,Redmi,50AE4613,Authority majority tough weight article floor.,159775,2023-08-29,2023-10-05,3,Brittney Flores,Lindsaychester,Central,Ryzen 3,Ryzen 3,12GB,128GB,512GB
Laptop,OnePlus,7598B001,Dinner wide both knowledge recent watch.,97746,2024-03-07,2024-04-19,10,Jessica Lawrence,Reyesbury,North,Ryzen 9,Ryzen 9,8GB,64GB,2TB
Mobile Phone,Toshiba,8C79E1B2,Give camera ever prove near store surface act.,109158,2024-11-24,2024-12-19,6,John Gilbert,Perezburgh,Central,N/A,Apple A-Series,6GB,128GB,N/A
Laptop,Apple,8AC59316,Season sometimes always bad such administration follow long leave expect.,193628,2024-06-09,2024-06-28,8,Lisa Harris,Alyssastad,East,Ryzen 7,Ryzen 7,4GB,64GB,512GB
Laptop,Apple,262326E3,Present bag cup property energy morning large activity report he radio those.,116685,2024-10-28,2024-11-05,1,Rhonda Peterson,North Robertview,East,i3,i3,16GB,1TB,256GB
Laptop,Google,D22E9598,Within also college upon husband kind city sister.,194075,2023-11-17,2023-12-03,10,Alexandra Hawkins,North Nathanport,West,i7,i7,12GB,1TB,2TB
Mobile Phone,iQOO,C2F3A48B,Simply majority production evidence modern property authority something ground audience campaign.,175781,2023-08-22,2023-09-29,2,Margaret Smith,Clementsberg,South,N/A,Apple A-Series,8GB,1TB,N/A
Mobile Phone,Oppo,0FE8F97B,Sell out fact west into hour century anything our offer.,38345,2024-08-20,2024-09-28,4,Andrew Williams,North Davidstad,East,N/A,Snapdragon 7 Gen,4GB,256GB,N/A
Laptop,Realme,9915C83D,Born money discover vote with feeling next performance.,164644,2024-05-22,2024-06-19,2,Spencer Hernandez,Valdezland,West,i3,i3,32GB,64GB,2TB
Laptop,Dell,47B1E595,Sign son face party piece reality church with music.,11413,2023-03-27,2023-04-21,3,Lisa Leonard,South Nicholas,East,Ryzen 5,Ryzen 5,16GB,256GB,512GB
Laptop,Toshiba,53821DEF,Building bad energy alone if miss allow bill score responsibility.,175463,2024-04-22,2024-06-11,10,Elizabeth Riley,Lake Lisaside,North,i9,i9,6GB,1TB,512GB
Mobile Phone,Nokia,42506316,Western shoulder bring task Republican third hope public purpose a art.,179553,2023-07-27,2023-09-12,3,Philip Chan,South Paul,South,N/A,Snapdragon 8 Gen,6GB,128GB,N/A
Laptop,Microsoft,6CE566B6,Itself painting guess explain suffer heavy none current Democrat discussion two radio blood beautiful.,22393,2023-12-21,2024-02-01,5,Leah Browning,Richardmouth,East,i5,i5,32GB,128GB,512GB
Mobile Phone,Acer,00271752,Itself eight site community old defense form low.,40673,2025-01-17,2025-03-12,6,Matthew Campbell,East Jasonport,East,N/A,Snapdragon 7s,16GB,128GB,N/A
Mobile Phone,HP,27C3812A,Accept put person fly it at radio behind.,36863,2023-10-13,2023-10-30,5,Colleen Harris,South Stephen,North,N/A,MediaTek Dimensity,16GB,512GB,N/A
Laptop,iQOO,EBAFF845,Environment far scene side top surface candidate day more tonight bad hard.,157180,2024-08-07,2024-09-26,10,Angela Smith,Port Thomasmouth,South,i9,i9,32GB,128GB,256GB
Mobile Phone,Sony,8AB04CFC,Later tough among animal past science human environment race.,128949,2025-01-01,2025-02-09,2,Paula Long,Johnland,South,N/A,Apple A-Series,32GB,256GB,N/A
Laptop,Toshiba,274E1708,Water contain visit score might approach now professional effort her to upon.,28454,2023-05-17,2023-05-29,7,Michael White,Williamborough,Central,Ryzen 5,Ryzen 5,6GB,64GB,1TB
Mobile Phone,Oppo,AC15A326,Middle also president one describe play fish resource institution writer protect.,27635,2023-11-22,2023-12-16,8,Brittney Nunez,North Paulfurt,West,N/A,MediaTek Dimensity,32GB,64GB,N/A
Laptop,Apple,789319FC,Trouble behavior south available though everybody actually get Democrat.,137966,2024-03-04,2024-04-30,3,Maria Grimes,West Erin,North,Ryzen 5,Ryzen 5,6GB,512GB,2TB
Laptop,OnePlus,1A9DCE03,Reach sure but cup pattern fact person.,33734,2025-02-04,2025-02-16,3,Ashley Bush,Mccoymouth,North,Ryzen 7,Ryzen 7,8GB,64GB,512GB
Mobile Phone,Lenovo,433B8062,Imagine girl and over board allow.,131653,2023-10-02,2023-11-21,2,Alyssa Smith,South Lydia,East,N/A,MediaTek Dimensity,16GB,512GB,N/A
Laptop,Redmi,E9BBF4C4,At professional professor traditional player service miss view apply treat.,18981,2024-09-20,2024-10-29,10,Erin Gibbs,New Catherinebury,West,i9,i9,4GB,256GB,1TB
Laptop,Lenovo,6FB72ED6,Person position research become question but body mind rather commercial civil should together.,102780,2024-08-03,2024-08-10,9,Melissa Rowland,Martinezmouth,North,i9,i9,6GB,64GB,1TB
Mobile Phone,Samsung,921B28F9,School here happy news friend grow visit nor.,138681,2023-07-15,2023-08-08,5,Michael Mccoy,Smithfort,Central,N/A,Apple A-Series,8GB,128GB,N/A
